"ID","Liceo","Cittadinanza","Scuola Triennale","CDS Triennale","Carriera Triennale","Scuola Magistrale","CDS Magistrale","Carriera Magistrale"
"99626987","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99604991","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595211","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606177","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600986","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99627473","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99604526","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595159","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612436","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99595182","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594539","Classica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600101","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99596872","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99594946","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99739297","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599344","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99662464","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99596978","Linguistica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99600728","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607213","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592624","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99588714","cacca","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597353","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99593039","Classica","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99608890","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595007","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596254","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99594170","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598521","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA DELLE COSTRUZIONI","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99595291","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601921","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600916","Tecnica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLA PRODUZIONE INDUSTRIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608603","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99606133","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99611189","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99598635","Classica","ITALIANA","Arc - Urb - Cost","PROGETTAZIONE ARCHITETTONICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99596022","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99593904","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596032","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594439","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99608237","Classica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA DELLE COSTRUZIONI","S","#N/A","#N/A","#N/A"
"99610652","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99612095","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598589","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596493","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596005","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600324","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609092","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609036","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607846","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601549","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99606875","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99609578","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99602150","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609819","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612985","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601974","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99598269","TECNICA PER GEOMETRA","ITALIANA","Des","DESIGN DEGLI INTERNI","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99612357","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99654021","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","#N/A","#N/A","#N/A"
"99597620","Artistica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA E PRODUZIONE EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592854","Professionale","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99611825","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99612088","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99611293","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99804259","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99603434","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597691","Artistica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591188","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600752","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99611488","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612277","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609200","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99606217","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612480","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593351","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600507","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595063","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99592428","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99800560","TECNICA PER GEOMETRA","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99624964","Artistica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99612618","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604632","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99607832","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99602086","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601018","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99623670","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Attiva Triennale","#N/A","#N/A","#N/A"
"99592132","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99600818","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612669","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593062","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99609128","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99618619","Linguistica","ITALIANA","Arc - Urb - Cost","URBANISTICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99647246","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99624078","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99598994","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99810902","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610591","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99612302","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99608682","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99595622","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593967","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596121","Classica","ITALIANA","Des","DESIGN DELLA MODA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601646","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610562","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99603810","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99821042","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99607196","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99595110","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99603128","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594765","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99610705","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Attiva Triennale","#N/A","#N/A","#N/A"
"99593213","Scientifica","ITALIANA","Arc - Urb - Cost","ARCHITETTURA AMBIENTALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612600","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99601010","Linguistica","ITALIANA","Arc - Urb - Cost","INGEGNERIA E TECNICHE PER L'EDILIZIA E L'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596789","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99599577","Scientifica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99591388","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609187","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599158","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99609694","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99616407","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612760","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99841537","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Laurea Triennale Arc - Urb - Cost","#N/A","#N/A","#N/A"
"99600326","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601328","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596379","TECNICA PER GEOMETRA","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99801072","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99593305","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594316","Linguistica","UCRAINA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99607977","Linguistica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99803597","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99613340","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597436","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","S","#N/A","#N/A","#N/A"
"99594691","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99592710","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99608897","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99596786","Artistica","ITALIANA","Des","DESIGN DELLA COMUNICAZIONE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99612671","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99612528","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99615569","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99612533","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99674905","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601932","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99590914","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","S","#N/A","#N/A","#N/A"
"99593394","TECNICA INDUSTRIALE","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99595038","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99598646","Scientifica","ITALIANA","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99596229","Scientifica","ITALIANA","Arc - Urb - Cost","SCIENZE DELL'ARCHITETTURA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99604723","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99738739","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Disattivata Triennale","#N/A","#N/A","#N/A"
"99598080","Classica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99599391","Classica","ITALIANA","Des","DESIGN DEL PRODOTTO INDUSTRIALE","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99600348","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99599277","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99596679","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99695060","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA ENERGETICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597923","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Attiva Triennale","#N/A","#N/A","#N/A"
"99597414","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99613062","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99608247","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591856","Artistica","ITALIANA","Des","DESIGN DEGLI INTERNI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99601189","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99626696","Scientifica","ITALIANA","Des","DESIGN DELLA MODA","Laurea Triennale Des","#N/A","#N/A","#N/A"
"99607938","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA AEROSPAZIALE","Attiva Triennale","#N/A","#N/A","#N/A"
"99616041","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99611931","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99606555","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594821","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELLE TELECOMUNICAZIONI","Disattivata Triennale","#N/A","#N/A","#N/A"
"99652882","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597682","Classica","ITALIANA","Arc - Urb - Cost","INGEGNERIA EDILE - ARCHITETTURA","Attiva Triennale","#N/A","#N/A","#N/A"
"99607624","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99594848","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99840329","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99591453","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Disattivata Triennale","#N/A","#N/A","#N/A"
"99597666","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Disattivata Triennale","#N/A","#N/A","#N/A"
"99736251","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","#N/A","#N/A","#N/A"
"99609822","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Disattivata Triennale","#N/A","#N/A","#N/A"
